"rank" "remaining_area" "remaining_cost" "mean" "max" "min" "mean_positive" "weighted_mean_positive" "max_positive" "min_positive"
0.47435 1998 0.0 0.8328 0.8328 0.8328 0.8328 0.8328 0.8328 0.8328
0.47461 1997 0.0 0.8326 0.8326 0.8326 0.8326 0.8326 0.8326 0.8326
0.47488 1996 0.0 0.8324 0.8324 0.8324 0.8324 0.8324 0.8324 0.8324
0.47514 1995 0.0 0.8322 0.8322 0.8322 0.8322 0.8322 0.8322 0.8322
0.47540 1994 0.0 0.8320 0.8320 0.8320 0.8320 0.8320 0.8320 0.8320
0.47566 1993 0.0 0.8317 0.8317 0.8317 0.8317 0.8317 0.8317 0.8317
0.47593 1992 0.0 0.8315 0.8315 0.8315 0.8315 0.8315 0.8315 0.8315
0.47619 1991 0.0 0.8313 0.8313 0.8313 0.8313 0.8313 0.8313 0.8313
0.47645 1990 0.0 0.8311 0.8311 0.8311 0.8311 0.8311 0.8311 0.8311
0.47672 1989 0.0 0.8309 0.8309 0.8309 0.8309 0.8309 0.8309 0.8309
0.47698 1988 0.0 0.8307 0.8307 0.8307 0.8307 0.8307 0.8307 0.8307
0.47724 1987 0.0 0.8305 0.8305 0.8305 0.8305 0.8305 0.8305 0.8305
0.47751 1986 0.0 0.8302 0.8302 0.8302 0.8302 0.8302 0.8302 0.8302
0.47777 1985 0.0 0.8300 0.8300 0.8300 0.8300 0.8300 0.8300 0.8300
0.47803 1984 0.0 0.8298 0.8298 0.8298 0.8298 0.8298 0.8298 0.8298
0.47830 1982 0.0 0.8296 0.8296 0.8296 0.8296 0.8296 0.8296 0.8296
0.47856 1981 0.0 0.8294 0.8294 0.8294 0.8294 0.8294 0.8294 0.8294
0.47882 1980 0.0 0.8292 0.8292 0.8292 0.8292 0.8292 0.8292 0.8292
0.47908 1979 0.0 0.8290 0.8290 0.8290 0.8290 0.8290 0.8290 0.8290
0.47935 1979 0.0 0.8287 0.8287 0.8287 0.8287 0.8287 0.8287 0.8287
0.47961 1978 0.0 0.8285 0.8285 0.8285 0.8285 0.8285 0.8285 0.8285
0.47987 1977 0.0 0.8283 0.8283 0.8283 0.8283 0.8283 0.8283 0.8283
0.48014 1976 0.0 0.8281 0.8281 0.8281 0.8281 0.8281 0.8281 0.8281
0.48040 1975 0.0 0.8279 0.8279 0.8279 0.8279 0.8279 0.8279 0.8279
0.48066 1974 0.0 0.8277 0.8277 0.8277 0.8277 0.8277 0.8277 0.8277
0.48093 1973 0.0 0.8275 0.8275 0.8275 0.8275 0.8275 0.8275 0.8275
0.48119 1972 0.0 0.8272 0.8272 0.8272 0.8272 0.8272 0.8272 0.8272
0.48145 1971 0.0 0.8270 0.8270 0.8270 0.8270 0.8270 0.8270 0.8270
0.48172 1970 0.0 0.8268 0.8268 0.8268 0.8268 0.8268 0.8268 0.8268
0.48198 1969 0.0 0.8266 0.8266 0.8266 0.8266 0.8266 0.8266 0.8266
0.48224 1968 0.0 0.8264 0.8264 0.8264 0.8264 0.8264 0.8264 0.8264
0.48250 1967 0.0 0.8262 0.8262 0.8262 0.8262 0.8262 0.8262 0.8262
0.48277 1966 0.0 0.8259 0.8259 0.8259 0.8259 0.8259 0.8259 0.8259
0.48303 1965 0.0 0.8257 0.8257 0.8257 0.8257 0.8257 0.8257 0.8257
0.48329 1963 0.0 0.8255 0.8255 0.8255 0.8255 0.8255 0.8255 0.8255
0.48356 1962 0.0 0.8253 0.8253 0.8253 0.8253 0.8253 0.8253 0.8253
0.48382 1961 0.0 0.8251 0.8251 0.8251 0.8251 0.8251 0.8251 0.8251
0.48408 1960 0.0 0.8249 0.8249 0.8249 0.8249 0.8249 0.8249 0.8249
0.48435 1960 0.0 0.8247 0.8247 0.8247 0.8247 0.8247 0.8247 0.8247
0.48461 1959 0.0 0.8244 0.8244 0.8244 0.8244 0.8244 0.8244 0.8244
0.48487 1958 0.0 0.8242 0.8242 0.8242 0.8242 0.8242 0.8242 0.8242
0.48514 1957 0.0 0.8240 0.8240 0.8240 0.8240 0.8240 0.8240 0.8240
0.48540 1956 0.0 0.8238 0.8238 0.8238 0.8238 0.8238 0.8238 0.8238
0.48566 1955 0.0 0.8236 0.8236 0.8236 0.8236 0.8236 0.8236 0.8236
0.48592 1954 0.0 0.8234 0.8234 0.8234 0.8234 0.8234 0.8234 0.8234
0.48619 1953 0.0 0.8232 0.8232 0.8232 0.8232 0.8232 0.8232 0.8232
0.48645 1952 0.0 0.8229 0.8229 0.8229 0.8229 0.8229 0.8229 0.8229
0.48671 1951 0.0 0.8227 0.8227 0.8227 0.8227 0.8227 0.8227 0.8227
0.48698 1950 0.0 0.8225 0.8225 0.8225 0.8225 0.8225 0.8225 0.8225
0.48724 1949 0.0 0.8223 0.8223 0.8223 0.8223 0.8223 0.8223 0.8223
0.48750 1948 0.0 0.8221 0.8221 0.8221 0.8221 0.8221 0.8221 0.8221
0.48777 1947 0.0 0.8219 0.8219 0.8219 0.8219 0.8219 0.8219 0.8219
0.48803 1946 0.0 0.8216 0.8216 0.8216 0.8216 0.8216 0.8216 0.8216
0.48829 1944 0.0 0.8214 0.8214 0.8214 0.8214 0.8214 0.8214 0.8214
0.48856 1943 0.0 0.8212 0.8212 0.8212 0.8212 0.8212 0.8212 0.8212
0.48882 1942 0.0 0.8210 0.8210 0.8210 0.8210 0.8210 0.8210 0.8210
0.48908 1941 0.0 0.8208 0.8208 0.8208 0.8208 0.8208 0.8208 0.8208
0.48934 1941 0.0 0.8206 0.8206 0.8206 0.8206 0.8206 0.8206 0.8206
0.48961 1940 0.0 0.8204 0.8204 0.8204 0.8204 0.8204 0.8204 0.8204
0.48987 1939 0.0 0.8201 0.8201 0.8201 0.8201 0.8201 0.8201 0.8201
0.49013 1938 0.0 0.8199 0.8199 0.8199 0.8199 0.8199 0.8199 0.8199
0.49040 1937 0.0 0.8197 0.8197 0.8197 0.8197 0.8197 0.8197 0.8197
0.49066 1936 0.0 0.8195 0.8195 0.8195 0.8195 0.8195 0.8195 0.8195
0.49092 1935 0.0 0.8193 0.8193 0.8193 0.8193 0.8193 0.8193 0.8193
0.49119 1934 0.0 0.8191 0.8191 0.8191 0.8191 0.8191 0.8191 0.8191
0.49145 1933 0.0 0.8189 0.8189 0.8189 0.8189 0.8189 0.8189 0.8189
0.49171 1932 0.0 0.8186 0.8186 0.8186 0.8186 0.8186 0.8186 0.8186
0.49198 1931 0.0 0.8184 0.8184 0.8184 0.8184 0.8184 0.8184 0.8184
0.49224 1930 0.0 0.8182 0.8182 0.8182 0.8182 0.8182 0.8182 0.8182
0.49250 1929 0.0 0.8180 0.8180 0.8180 0.8180 0.8180 0.8180 0.8180
0.49277 1928 0.0 0.8178 0.8178 0.8178 0.8178 0.8178 0.8178 0.8178
0.49303 1927 0.0 0.8176 0.8176 0.8176 0.8176 0.8176 0.8176 0.8176
0.49329 1925 0.0 0.8173 0.8173 0.8173 0.8173 0.8173 0.8173 0.8173
0.49355 1924 0.0 0.8171 0.8171 0.8171 0.8171 0.8171 0.8171 0.8171
0.49382 1923 0.0 0.8169 0.8169 0.8169 0.8169 0.8169 0.8169 0.8169
0.49408 1922 0.0 0.8167 0.8167 0.8167 0.8167 0.8167 0.8167 0.8167
0.49434 1921 0.0 0.8165 0.8165 0.8165 0.8165 0.8165 0.8165 0.8165
0.49461 1921 0.0 0.8163 0.8163 0.8163 0.8163 0.8163 0.8163 0.8163
0.49487 1920 0.0 0.8161 0.8161 0.8161 0.8161 0.8161 0.8161 0.8161
0.49513 1919 0.0 0.8158 0.8158 0.8158 0.8158 0.8158 0.8158 0.8158
0.49540 1918 0.0 0.8156 0.8156 0.8156 0.8156 0.8156 0.8156 0.8156
0.49566 1917 0.0 0.8154 0.8154 0.8154 0.8154 0.8154 0.8154 0.8154
0.49592 1916 0.0 0.8152 0.8152 0.8152 0.8152 0.8152 0.8152 0.8152
0.49619 1915 0.0 0.8150 0.8150 0.8150 0.8150 0.8150 0.8150 0.8150
0.49645 1914 0.0 0.8148 0.8148 0.8148 0.8148 0.8148 0.8148 0.8148
0.49671 1913 0.0 0.8146 0.8146 0.8146 0.8146 0.8146 0.8146 0.8146
0.49697 1912 0.0 0.8143 0.8143 0.8143 0.8143 0.8143 0.8143 0.8143
0.49724 1911 0.0 0.8141 0.8141 0.8141 0.8141 0.8141 0.8141 0.8141
0.49750 1910 0.0 0.8139 0.8139 0.8139 0.8139 0.8139 0.8139 0.8139
0.49776 1909 0.0 0.8137 0.8137 0.8137 0.8137 0.8137 0.8137 0.8137
0.49803 1908 0.0 0.8135 0.8135 0.8135 0.8135 0.8135 0.8135 0.8135
0.49829 1906 0.0 0.8133 0.8133 0.8133 0.8133 0.8133 0.8133 0.8133
0.49855 1905 0.0 0.8131 0.8131 0.8131 0.8131 0.8131 0.8131 0.8131
0.49882 1904 0.0 0.8128 0.8128 0.8128 0.8128 0.8128 0.8128 0.8128
0.49908 1903 0.0 0.8126 0.8126 0.8126 0.8126 0.8126 0.8126 0.8126
0.49934 1902 0.0 0.8124 0.8124 0.8124 0.8124 0.8124 0.8124 0.8124
0.49961 1902 0.0 0.8122 0.8122 0.8122 0.8122 0.8122 0.8122 0.8122
0.49987 1901 0.0 0.8120 0.8120 0.8120 0.8120 0.8120 0.8120 0.8120
0.50013 1900 0.0 0.8118 0.8118 0.8118 0.8118 0.8118 0.8118 0.8118
0.50039 1899 0.0 0.8115 0.8115 0.8115 0.8115 0.8115 0.8115 0.8115
0.50066 1898 0.0 0.8113 0.8113 0.8113 0.8113 0.8113 0.8113 0.8113
0.50092 1896 0.0 0.8111 0.8111 0.8111 0.8111 0.8111 0.8111 0.8111
0.50118 1895 0.0 0.8109 0.8109 0.8109 0.8109 0.8109 0.8109 0.8109
0.50145 1895 0.0 0.8107 0.8107 0.8107 0.8107 0.8107 0.8107 0.8107
0.50171 1894 0.0 0.8105 0.8105 0.8105 0.8105 0.8105 0.8105 0.8105
0.50197 1893 0.0 0.8103 0.8103 0.8103 0.8103 0.8103 0.8103 0.8103
0.50224 1892 0.0 0.8100 0.8100 0.8100 0.8100 0.8100 0.8100 0.8100
0.50250 1891 0.0 0.8098 0.8098 0.8098 0.8098 0.8098 0.8098 0.8098
0.50276 1890 0.0 0.8096 0.8096 0.8096 0.8096 0.8096 0.8096 0.8096
0.50303 1889 0.0 0.8094 0.8094 0.8094 0.8094 0.8094 0.8094 0.8094
0.50329 1887 0.0 0.8092 0.8092 0.8092 0.8092 0.8092 0.8092 0.8092
0.50355 1886 0.0 0.8090 0.8090 0.8090 0.8090 0.8090 0.8090 0.8090
0.50381 1886 0.0 0.8088 0.8088 0.8088 0.8088 0.8088 0.8088 0.8088
0.50408 1885 0.0 0.8085 0.8085 0.8085 0.8085 0.8085 0.8085 0.8085
0.50434 1884 0.0 0.8083 0.8083 0.8083 0.8083 0.8083 0.8083 0.8083
0.50460 1883 0.0 0.8081 0.8081 0.8081 0.8081 0.8081 0.8081 0.8081
0.50487 1882 0.0 0.8079 0.8079 0.8079 0.8079 0.8079 0.8079 0.8079
0.50513 1881 0.0 0.8077 0.8077 0.8077 0.8077 0.8077 0.8077 0.8077
0.50539 1880 0.0 0.8075 0.8075 0.8075 0.8075 0.8075 0.8075 0.8075
0.50566 1879 0.0 0.8072 0.8072 0.8072 0.8072 0.8072 0.8072 0.8072
0.50592 1877 0.0 0.8070 0.8070 0.8070 0.8070 0.8070 0.8070 0.8070
0.50618 1876 0.0 0.8068 0.8068 0.8068 0.8068 0.8068 0.8068 0.8068
0.50645 1876 0.0 0.8065 0.8065 0.8065 0.8065 0.8065 0.8065 0.8065
0.50671 1875 0.0 0.8063 0.8063 0.8063 0.8063 0.8063 0.8063 0.8063
0.50697 1874 0.0 0.8060 0.8060 0.8060 0.8060 0.8060 0.8060 0.8060
0.50723 1873 0.0 0.8057 0.8057 0.8057 0.8057 0.8057 0.8057 0.8057
0.50750 1872 0.0 0.8055 0.8055 0.8055 0.8055 0.8055 0.8055 0.8055
0.50776 1871 0.0 0.8052 0.8052 0.8052 0.8052 0.8052 0.8052 0.8052
0.50802 1870 0.0 0.8050 0.8050 0.8050 0.8050 0.8050 0.8050 0.8050
0.50829 1868 0.0 0.8047 0.8047 0.8047 0.8047 0.8047 0.8047 0.8047
0.50855 1867 0.0 0.8044 0.8044 0.8044 0.8044 0.8044 0.8044 0.8044
0.50881 1867 0.0 0.8042 0.8042 0.8042 0.8042 0.8042 0.8042 0.8042
0.50908 1866 0.0 0.8039 0.8039 0.8039 0.8039 0.8039 0.8039 0.8039
0.50934 1865 0.0 0.8037 0.8037 0.8037 0.8037 0.8037 0.8037 0.8037
0.50960 1864 0.0 0.8034 0.8034 0.8034 0.8034 0.8034 0.8034 0.8034
0.50987 1863 0.0 0.8032 0.8032 0.8032 0.8032 0.8032 0.8032 0.8032
0.51013 1862 0.0 0.8029 0.8029 0.8029 0.8029 0.8029 0.8029 0.8029
0.51039 1861 0.0 0.8026 0.8026 0.8026 0.8026 0.8026 0.8026 0.8026
0.51066 1860 0.0 0.8024 0.8024 0.8024 0.8024 0.8024 0.8024 0.8024
0.51092 1858 0.0 0.8021 0.8021 0.8021 0.8021 0.8021 0.8021 0.8021
0.51118 1857 0.0 0.8019 0.8019 0.8019 0.8019 0.8019 0.8019 0.8019
0.51144 1857 0.0 0.8016 0.8016 0.8016 0.8016 0.8016 0.8016 0.8016
0.51171 1856 0.0 0.8013 0.8013 0.8013 0.8013 0.8013 0.8013 0.8013
0.51197 1855 0.0 0.8011 0.8011 0.8011 0.8011 0.8011 0.8011 0.8011
0.51223 1854 0.0 0.8008 0.8008 0.8008 0.8008 0.8008 0.8008 0.8008
0.51250 1853 0.0 0.8006 0.8006 0.8006 0.8006 0.8006 0.8006 0.8006
0.51276 1852 0.0 0.8003 0.8003 0.8003 0.8003 0.8003 0.8003 0.8003
0.51302 1851 0.0 0.8001 0.8001 0.8001 0.8001 0.8001 0.8001 0.8001
0.51329 1849 0.0 0.7998 0.7998 0.7998 0.7998 0.7998 0.7998 0.7998
0.51355 1848 0.0 0.7995 0.7995 0.7995 0.7995 0.7995 0.7995 0.7995
0.51381 1847 0.0 0.7993 0.7993 0.7993 0.7993 0.7993 0.7993 0.7993
0.51408 1847 0.0 0.7990 0.7990 0.7990 0.7990 0.7990 0.7990 0.7990
0.51434 1846 0.0 0.7988 0.7988 0.7988 0.7988 0.7988 0.7988 0.7988
0.51460 1845 0.0 0.7985 0.7985 0.7985 0.7985 0.7985 0.7985 0.7985
0.51486 1844 0.0 0.7982 0.7982 0.7982 0.7982 0.7982 0.7982 0.7982
0.51513 1843 0.0 0.7980 0.7980 0.7980 0.7980 0.7980 0.7980 0.7980
0.51539 1842 0.0 0.7977 0.7977 0.7977 0.7977 0.7977 0.7977 0.7977
0.51565 1841 0.0 0.7975 0.7975 0.7975 0.7975 0.7975 0.7975 0.7975
0.51592 1839 0.0 0.7972 0.7972 0.7972 0.7972 0.7972 0.7972 0.7972
0.51618 1838 0.0 0.7969 0.7969 0.7969 0.7969 0.7969 0.7969 0.7969
0.51644 1838 0.0 0.7967 0.7967 0.7967 0.7967 0.7967 0.7967 0.7967
0.51671 1837 0.0 0.7964 0.7964 0.7964 0.7964 0.7964 0.7964 0.7964
0.51697 1836 0.0 0.7962 0.7962 0.7962 0.7962 0.7962 0.7962 0.7962
0.51723 1835 0.0 0.7959 0.7959 0.7959 0.7959 0.7959 0.7959 0.7959
0.51750 1834 0.0 0.7957 0.7957 0.7957 0.7957 0.7957 0.7957 0.7957
0.51776 1833 0.0 0.7954 0.7954 0.7954 0.7954 0.7954 0.7954 0.7954
0.51802 1832 0.0 0.7951 0.7951 0.7951 0.7951 0.7951 0.7951 0.7951
0.51828 1830 0.0 0.7949 0.7949 0.7949 0.7949 0.7949 0.7949 0.7949
0.51855 1829 0.0 0.7946 0.7946 0.7946 0.7946 0.7946 0.7946 0.7946
0.51881 1828 0.0 0.7944 0.7944 0.7944 0.7944 0.7944 0.7944 0.7944
0.51907 1828 0.0 0.7941 0.7941 0.7941 0.7941 0.7941 0.7941 0.7941
0.51934 1827 0.0 0.7938 0.7938 0.7938 0.7938 0.7938 0.7938 0.7938
0.51960 1826 0.0 0.7936 0.7936 0.7936 0.7936 0.7936 0.7936 0.7936
0.51986 1825 0.0 0.7933 0.7933 0.7933 0.7933 0.7933 0.7933 0.7933
0.52013 1824 0.0 0.7931 0.7931 0.7931 0.7931 0.7931 0.7931 0.7931
0.52039 1823 0.0 0.7928 0.7928 0.7928 0.7928 0.7928 0.7928 0.7928
0.52065 1822 0.0 0.7926 0.7926 0.7926 0.7926 0.7926 0.7926 0.7926
0.52092 1820 0.0 0.7923 0.7923 0.7923 0.7923 0.7923 0.7923 0.7923
0.52118 1819 0.0 0.7920 0.7920 0.7920 0.7920 0.7920 0.7920 0.7920
0.52144 1819 0.0 0.7918 0.7918 0.7918 0.7918 0.7918 0.7918 0.7918
0.52170 1818 0.0 0.7915 0.7915 0.7915 0.7915 0.7915 0.7915 0.7915
0.52197 1817 0.0 0.7913 0.7913 0.7913 0.7913 0.7913 0.7913 0.7913
0.52223 1816 0.0 0.7910 0.7910 0.7910 0.7910 0.7910 0.7910 0.7910
0.52249 1815 0.0 0.7907 0.7907 0.7907 0.7907 0.7907 0.7907 0.7907
0.52276 1814 0.0 0.7905 0.7905 0.7905 0.7905 0.7905 0.7905 0.7905
0.52302 1813 0.0 0.7902 0.7902 0.7902 0.7902 0.7902 0.7902 0.7902
0.52328 1812 0.0 0.7900 0.7900 0.7900 0.7900 0.7900 0.7900 0.7900
0.52355 1810 0.0 0.7897 0.7897 0.7897 0.7897 0.7897 0.7897 0.7897
0.52381 1809 0.0 0.7894 0.7894 0.7894 0.7894 0.7894 0.7894 0.7894
0.52407 1809 0.0 0.7892 0.7892 0.7892 0.7892 0.7892 0.7892 0.7892
0.52434 1808 0.0 0.7889 0.7889 0.7889 0.7889 0.7889 0.7889 0.7889
0.52460 1807 0.0 0.7887 0.7887 0.7887 0.7887 0.7887 0.7887 0.7887
0.52486 1806 0.0 0.7884 0.7884 0.7884 0.7884 0.7884 0.7884 0.7884
0.52512 1805 0.0 0.7882 0.7882 0.7882 0.7882 0.7882 0.7882 0.7882
0.52539 1804 0.0 0.7879 0.7879 0.7879 0.7879 0.7879 0.7879 0.7879
0.52565 1803 0.0 0.7876 0.7876 0.7876 0.7876 0.7876 0.7876 0.7876
0.52591 1801 0.0 0.7874 0.7874 0.7874 0.7874 0.7874 0.7874 0.7874
0.52618 1800 0.0 0.7871 0.7871 0.7871 0.7871 0.7871 0.7871 0.7871
0.52644 1800 0.0 0.7869 0.7869 0.7869 0.7869 0.7869 0.7869 0.7869
0.52670 1799 0.0 0.7866 0.7866 0.7866 0.7866 0.7866 0.7866 0.7866
0.52697 1798 0.0 0.7863 0.7863 0.7863 0.7863 0.7863 0.7863 0.7863
0.52723 1797 0.0 0.7861 0.7861 0.7861 0.7861 0.7861 0.7861 0.7861
0.52749 1796 0.0 0.7858 0.7858 0.7858 0.7858 0.7858 0.7858 0.7858
0.52776 1795 0.0 0.7856 0.7856 0.7856 0.7856 0.7856 0.7856 0.7856
0.52802 1794 0.0 0.7853 0.7853 0.7853 0.7853 0.7853 0.7853 0.7853
0.52828 1793 0.0 0.7851 0.7851 0.7851 0.7851 0.7851 0.7851 0.7851
0.52855 1791 0.0 0.7848 0.7848 0.7848 0.7848 0.7848 0.7848 0.7848
0.52881 1790 0.0 0.7845 0.7845 0.7845 0.7845 0.7845 0.7845 0.7845
0.52907 1790 0.0 0.7843 0.7843 0.7843 0.7843 0.7843 0.7843 0.7843
0.52933 1789 0.0 0.7840 0.7840 0.7840 0.7840 0.7840 0.7840 0.7840
0.52960 1788 0.0 0.7838 0.7838 0.7838 0.7838 0.7838 0.7838 0.7838
0.52986 1787 0.0 0.7835 0.7835 0.7835 0.7835 0.7835 0.7835 0.7835
0.53012 1786 0.0 0.7832 0.7832 0.7832 0.7832 0.7832 0.7832 0.7832
0.53039 1785 0.0 0.7830 0.7830 0.7830 0.7830 0.7830 0.7830 0.7830
0.53065 1784 0.0 0.7827 0.7827 0.7827 0.7827 0.7827 0.7827 0.7827
0.53091 1782 0.0 0.7825 0.7825 0.7825 0.7825 0.7825 0.7825 0.7825
0.53118 1781 0.0 0.7822 0.7822 0.7822 0.7822 0.7822 0.7822 0.7822
0.53144 1781 0.0 0.7819 0.7819 0.7819 0.7819 0.7819 0.7819 0.7819
0.53170 1780 0.0 0.7817 0.7817 0.7817 0.7817 0.7817 0.7817 0.7817
0.53197 1779 0.0 0.7814 0.7814 0.7814 0.7814 0.7814 0.7814 0.7814
0.53223 1778 0.0 0.7812 0.7812 0.7812 0.7812 0.7812 0.7812 0.7812
0.53249 1777 0.0 0.7809 0.7809 0.7809 0.7809 0.7809 0.7809 0.7809
0.53275 1776 0.0 0.7807 0.7807 0.7807 0.7807 0.7807 0.7807 0.7807
0.53302 1775 0.0 0.7804 0.7804 0.7804 0.7804 0.7804 0.7804 0.7804
0.53328 1774 0.0 0.7801 0.7801 0.7801 0.7801 0.7801 0.7801 0.7801
0.53354 1772 0.0 0.7799 0.7799 0.7799 0.7799 0.7799 0.7799 0.7799
0.53381 1771 0.0 0.7796 0.7796 0.7796 0.7796 0.7796 0.7796 0.7796
0.53407 1771 0.0 0.7794 0.7794 0.7794 0.7794 0.7794 0.7794 0.7794
0.53433 1770 0.0 0.7791 0.7791 0.7791 0.7791 0.7791 0.7791 0.7791
0.53460 1769 0.0 0.7788 0.7788 0.7788 0.7788 0.7788 0.7788 0.7788
0.53486 1768 0.0 0.7786 0.7786 0.7786 0.7786 0.7786 0.7786 0.7786
0.53512 1767 0.0 0.7783 0.7783 0.7783 0.7783 0.7783 0.7783 0.7783
0.53539 1766 0.0 0.7781 0.7781 0.7781 0.7781 0.7781 0.7781 0.7781
0.53565 1765 0.0 0.7778 0.7778 0.7778 0.7778 0.7778 0.7778 0.7778
0.53591 1763 0.0 0.7776 0.7776 0.7776 0.7776 0.7776 0.7776 0.7776
0.53617 1762 0.0 0.7773 0.7773 0.7773 0.7773 0.7773 0.7773 0.7773
0.53644 1762 0.0 0.7770 0.7770 0.7770 0.7770 0.7770 0.7770 0.7770
0.53670 1761 0.0 0.7768 0.7768 0.7768 0.7768 0.7768 0.7768 0.7768
0.53696 1760 0.0 0.7765 0.7765 0.7765 0.7765 0.7765 0.7765 0.7765
0.53723 1759 0.0 0.7763 0.7763 0.7763 0.7763 0.7763 0.7763 0.7763
0.53749 1758 0.0 0.7760 0.7760 0.7760 0.7760 0.7760 0.7760 0.7760
0.53775 1757 0.0 0.7757 0.7757 0.7757 0.7757 0.7757 0.7757 0.7757
0.53802 1756 0.0 0.7755 0.7755 0.7755 0.7755 0.7755 0.7755 0.7755
0.53828 1755 0.0 0.7752 0.7752 0.7752 0.7752 0.7752 0.7752 0.7752
0.53854 1753 0.0 0.7750 0.7750 0.7750 0.7750 0.7750 0.7750 0.7750
0.53881 1752 0.0 0.7747 0.7747 0.7747 0.7747 0.7747 0.7747 0.7747
0.53907 1752 0.0 0.7745 0.7745 0.7745 0.7745 0.7745 0.7745 0.7745
0.53933 1751 0.0 0.7742 0.7742 0.7742 0.7742 0.7742 0.7742 0.7742
0.53959 1750 0.0 0.7739 0.7739 0.7739 0.7739 0.7739 0.7739 0.7739
0.53986 1749 0.0 0.7737 0.7737 0.7737 0.7737 0.7737 0.7737 0.7737
0.54012 1748 0.0 0.7734 0.7734 0.7734 0.7734 0.7734 0.7734 0.7734
0.54038 1747 0.0 0.7732 0.7732 0.7732 0.7732 0.7732 0.7732 0.7732
0.54065 1746 0.0 0.7729 0.7729 0.7729 0.7729 0.7729 0.7729 0.7729
0.54091 1744 0.0 0.7726 0.7726 0.7726 0.7726 0.7726 0.7726 0.7726
0.54117 1743 0.0 0.7724 0.7724 0.7724 0.7724 0.7724 0.7724 0.7724
0.54144 1742 0.0 0.7721 0.7721 0.7721 0.7721 0.7721 0.7721 0.7721
0.54170 1742 0.0 0.7719 0.7719 0.7719 0.7719 0.7719 0.7719 0.7719
0.54196 1741 0.0 0.7716 0.7716 0.7716 0.7716 0.7716 0.7716 0.7716
0.54223 1740 0.0 0.7713 0.7713 0.7713 0.7713 0.7713 0.7713 0.7713
0.54249 1739 0.0 0.7711 0.7711 0.7711 0.7711 0.7711 0.7711 0.7711
0.54275 1738 0.0 0.7708 0.7708 0.7708 0.7708 0.7708 0.7708 0.7708
0.54302 1737 0.0 0.7706 0.7706 0.7706 0.7706 0.7706 0.7706 0.7706
0.54328 1736 0.0 0.7703 0.7703 0.7703 0.7703 0.7703 0.7703 0.7703
0.54354 1734 0.0 0.7701 0.7701 0.7701 0.7701 0.7701 0.7701 0.7701
0.54380 1733 0.0 0.7698 0.7698 0.7698 0.7698 0.7698 0.7698 0.7698
0.54407 1733 0.0 0.7695 0.7695 0.7695 0.7695 0.7695 0.7695 0.7695
0.54433 1732 0.0 0.7693 0.7693 0.7693 0.7693 0.7693 0.7693 0.7693
0.54459 1731 0.0 0.7690 0.7690 0.7690 0.7690 0.7690 0.7690 0.7690
0.54486 1730 0.0 0.7688 0.7688 0.7688 0.7688 0.7688 0.7688 0.7688
0.54512 1729 0.0 0.7685 0.7685 0.7685 0.7685 0.7685 0.7685 0.7685
0.54538 1728 0.0 0.7682 0.7682 0.7682 0.7682 0.7682 0.7682 0.7682
0.54565 1727 0.0 0.7680 0.7680 0.7680 0.7680 0.7680 0.7680 0.7680
0.54591 1725 0.0 0.7677 0.7677 0.7677 0.7677 0.7677 0.7677 0.7677
0.54617 1724 0.0 0.7675 0.7675 0.7675 0.7675 0.7675 0.7675 0.7675
0.54644 1723 0.0 0.7672 0.7672 0.7672 0.7672 0.7672 0.7672 0.7672
0.54670 1723 0.0 0.7670 0.7670 0.7670 0.7670 0.7670 0.7670 0.7670
0.54696 1722 0.0 0.7667 0.7667 0.7667 0.7667 0.7667 0.7667 0.7667
0.54722 1721 0.0 0.7664 0.7664 0.7664 0.7664 0.7664 0.7664 0.7664
0.54749 1720 0.0 0.7662 0.7662 0.7662 0.7662 0.7662 0.7662 0.7662
0.54775 1719 0.0 0.7659 0.7659 0.7659 0.7659 0.7659 0.7659 0.7659
0.54801 1718 0.0 0.7657 0.7657 0.7657 0.7657 0.7657 0.7657 0.7657
0.54828 1717 0.0 0.7654 0.7654 0.7654 0.7654 0.7654 0.7654 0.7654
0.54854 1715 0.0 0.7651 0.7651 0.7651 0.7651 0.7651 0.7651 0.7651
0.54880 1714 0.0 0.7649 0.7649 0.7649 0.7649 0.7649 0.7649 0.7649
0.54907 1714 0.0 0.7646 0.7646 0.7646 0.7646 0.7646 0.7646 0.7646
0.54933 1713 0.0 0.7644 0.7644 0.7644 0.7644 0.7644 0.7644 0.7644
0.54959 1712 0.0 0.7641 0.7641 0.7641 0.7641 0.7641 0.7641 0.7641
0.54986 1711 0.0 0.7638 0.7638 0.7638 0.7638 0.7638 0.7638 0.7638
0.55012 1710 0.0 0.7636 0.7636 0.7636 0.7636 0.7636 0.7636 0.7636
0.55038 1709 0.0 0.7633 0.7633 0.7633 0.7633 0.7633 0.7633 0.7633
0.55064 1708 0.0 0.7631 0.7631 0.7631 0.7631 0.7631 0.7631 0.7631
0.55091 1707 0.0 0.7628 0.7628 0.7628 0.7628 0.7628 0.7628 0.7628
0.55117 1705 0.0 0.7626 0.7626 0.7626 0.7626 0.7626 0.7626 0.7626
0.55143 1704 0.0 0.7623 0.7623 0.7623 0.7623 0.7623 0.7623 0.7623
0.55170 1704 0.0 0.7620 0.7620 0.7620 0.7620 0.7620 0.7620 0.7620
0.55196 1703 0.0 0.7618 0.7618 0.7618 0.7618 0.7618 0.7618 0.7618
